step_id,section,entry_type,field,value,updated_at
s2,t2.2,field,contract_language_scope,英文纸质书+电子书,2026-02-23T20:14:20.977979
s2,t2.2,field,contract_language_note,是,2026-02-23T20:14:20.977979
s2,t2.2,field,contract_territory_scope,北美市场,2026-02-23T20:14:20.977979
s2,t2.2,field,contract_term_scope,5年,2026-02-23T20:14:20.977979
s2,t2.2,field,contract_term_note,无,2026-02-23T20:14:20.977979
s2,t2.2,field,contract_fee_scope,20000美金,2026-02-23T20:14:20.977979
s2,t2.2,field,contract_checklist,"1. 权利授予条款（Grant of Rights）
风险
	•	授权权利项不清（仅写“英文译权”而未列明纸书、电子书、POD、有声、节选、宣传等）。
	•	地域或语种边界含糊（全球英文、北美英文、除中国大陆等表述冲突）。
	•	排他性不清（独家与非独家、分区独家、分载体独家未写明）。
	•	“再许可”与“转授权”权限缺失或过宽，可能引发渠道冲突与合规风险。
行动清单
	•	在合同正文以清单列明：语言、地域、载体、用途（出版与营销）与排除项。
	•	明确“独家/非独家”并写入冲突解决规则（如纸电拆分、区域拆分）。
	•	如需再许可：限定对象与范围（仅限分销平台/联合出版/子公司），并要求报备与结算透明。

2. 既有授权与权利保证（Warranties, Prior Grants）

风险
	•	既有节译、章节授权、数据库授权未披露，导致英文版触发违约或侵权。
	•	权利人主体不完整（作者与出版社谁能授权外文权不清）。
	•	权利负担（质押、争议、诉讼、共同作者）未披露。

行动清单
	•	要求权利方出具 Prior Grants Disclosure（既有授权披露）并作为合同附件，纳入保证与赔偿范围。
	•	明确授权主体链：出版社代理授权是否需作者共同签署或书面确认。
	•	设置“条件生效条款”：在收到作者确认或权属证明前合同不生效/不付款。

3. 第三方素材与清权责任（Third-party Materials & Permissions）

风险
	•	原书含照片、地图、整表复刻、访谈原话、内部文件等高风险素材，英文版复用即触发侵权/隐私风险。
	•	责任分配不清：谁负责清权、谁承担费用、无许可如何替换。
	•	译者或编辑新增素材引入新风险。

行动清单
	•	增设 Third-party Materials Schedule（第三方素材清单）与分级规则（A/B/C/D）。
	•	约定：C/D类无书面许可不得使用，须替换为再表达或删除。
	•	明确费用与时间：清权由谁执行、费用承担、许可未获批的处理机制。
	•	对访谈材料加入隐私合规要求（匿名化、去标识、同意状态）。

4. 交付物与出版义务（Delivery, Publication Obligation）

风险
	•	未设定“出版期限”导致权利被长期占用，或你方无法按期出版触发回归与赔偿。
	•	交付与验收标准不明确，导致“无限次修改”或审校周期失控。

行动清单
	•	写明：译稿交付日期、审校窗口、修改轮次上限、最终定稿标准。
	•	写明：签约后X个月内必须出版，否则权利回归并退还未赚回的预付规则（可谈）。
	•	对作者审校：限定为事实与表达准确性，不得无限期拖延。


5. 译者条款与翻译作品权属（Translator, Copyright in Translation）

风险
	•	译者对译文权利主张不清，影响后续电子书、有声、再版、数据库收录。
	•	译者署名与改动权未约定，导致再版或编辑修订受阻。

行动清单
	•	确保译者合同与主合同一致：译文著作权/许可授予、署名方式、修改与再版权、报酬结构。
	•	在主合同中写明：译者由谁聘用与批准流程、样译审核机制、译文权利可用于各载体。


6. 财务条款（Advance, Royalties, Accounting）

风险
	•	版税口径不清（定价 vs 净收入；电子书平台扣除项），引发结算争议。
	•	预付金与对价未与关键条件绑定（权属证明、清权完成、样译通过）。
	•	外汇与税务条款缺失（预提税、汇率、付款路径、发票/收据）。

行动清单
	•	明确：版税口径、结算周期、报表字段、审计权、最低支付门槛。
	•	将付款分期与条件绑定：签约、交付、出版、清权完成等。
	•	增加税务与跨境付款条款：承担方、所需文件、付款失败处置。



7. 标题、封面、宣传与节选（Title/Cover/Marketing/Excerpt）

风险
	•	宣传用途被默认为“可任意使用”，导致素材侵权或超范围传播。
	•	样章试读、社媒海报、封面元素使用第三方素材无授权。

行动清单
	•	明确“营销用途”的范围与限制：仅用于该书推广，平台范围、期限、不可单独售卖。
	•	节选权：允许的字数比例、需标注来源、是否可用于课程包。
	•	规定封面审批流程（咨询权或否决权边界）。

8. 终止、回归与存量处置（Termination, Reversion, Out-of-Print）

风险
	•	权利回归触发条件不清（断版定义、库存处理、电子书“永不绝版”争议）。
	•	终止后存量销售、平台下架义务缺失。

行动清单
	•	设定“断版/失活”定义：纸书可按库存+销量阈值，电子书按可得性与销售阈值综合定义。
	•	终止后：允许清库存期限；电子书下架时限；报表结算截止日。
	•	加入“未出版回归”与“重大违约回归”。



9. 侵权处理、赔偿与责任上限（Indemnity, Liability Cap）

风险
	•	权利方不愿承担侵权赔偿，或赔偿范围不覆盖律师费/和解金。
	•	责任上限过低，无法覆盖海外诉讼成本。

行动清单
	•	区分责任来源：权属瑕疵与第三方素材问题由权利方承担；译者新增素材由你方/译者承担。
	•	设定合理责任上限与例外：对权属保证与第三方侵权通常不适用低上限。
	•	加入协作义务：通知、抗辩主导权、和解审批。

--- AI 反馈 ---
**1. Grant of Rights**  
**Risks**  
- Unclear scope of rights granted (e.g., only ""English translation rights"" without specifying print, e-book, print-on-demand, audio, excerpts, promotional use, etc.).  
- Ambiguous territorial or language boundaries (e.g., conflicting terms like ""worldwide English,"" ""North American English,"" or ""excluding Mainland China"").  
- Lack of clarity on exclusivity (exclusive vs. non-exclusive, split by territory or format).  
- Missing or overly broad sublicensing/assignment rights, potentially leading to channel conflicts and compliance issues.  

**Action Items**  
- Specify in the contract: language, territory, formats, permitted uses (publication and marketing), and exclusions.  
- Clearly define exclusivity and include conflict-resolution rules (e.g., splitting print and digital rights, regional divisions).  
- If sublicensing is permitted: restrict it to specific parties (e.g., distributors, co-publishers, subsidiaries) and require transparency in reporting and payments.  

**2. Warranties and Prior Grants**  
**Risks**  
- Undisclosed prior grants (e.g., partial translations, chapter licenses, database rights) may lead to breaches or infringement claims for the English edition.  
- Unclear ownership of rights (ambiguity between author and publisher regarding authority to grant foreign language rights).  
- Failure to disclose encumbrances (e.g., liens, disputes, litigation, co-authorship issues).  

**Action Items**  
- Require a Prior Grants Disclosure from the rights holder as a contract appendix, covered under warranties and indemnities.  
- Clarify the chain of title: specify if the publisher’s agency requires co-signature or written confirmation from the author.  
- Include a conditional effectiveness clause: the contract does not take effect/payment is withheld until author confirmation or proof of ownership is provided.  

**3. Third-Party Materials and Permissions**  
**Risks**  
- Unauthorized reuse of high-risk materials in the original work (e.g., photos, maps, reproduced tables, interview quotes, internal documents) may trigger infringement or privacy violations.  
- Unclear responsibility for securing permissions, covering costs, and handling replacements if permissions are unavailable.  
- New risks introduced by translators or editors adding third-party content.  

**Action Items**  
- Add a Third-Party Materials Schedule with a classification system (e.g., Categories A/B/C/D).  
- Stipulate that materials in high-risk categories (C/D) cannot be used without written permission and must be replaced or omitted.  
- Define responsibilities, timelines, and cost allocation for permissions; establish procedures if permissions are denied.  
- For interview materials, include privacy compliance requirements (anonymization, de-identification, consent verification).  

**4. Delivery and Publication Obligations**  
**Risks**  
- Lack of a publication deadline may result in indefinite rights hold-ups or failure to publish on time, triggering reversions and penalties.  
- Unclear delivery and acceptance standards may lead to unlimited revisions or uncontrolled editing cycles.  

**Action Items**  
- Specify: translation delivery date, review period, maximum revision rounds, and final approval criteria.  
- Stipulate that publication must occur within X months of signing, with rights reversion and prepayment refund clauses for non-compliance (negotiable).  
- For author reviews: limit to factual and expressive accuracy, with clear deadlines to prevent indefinite delays.  

**5. Translator Terms and Copyright in the Translation**  
**Risks**  
- Unclear translator rights over the translated text may affect future uses (e-books, audio, new editions, database inclusion).  
- Unspecified translator credit and revision rights may hinder reprints or editorial updates.  

**Action Items**  
- Align the translator’s agreement with the main contract: clarify copyright/license grants, credit, revision/republishing rights, and payment structure.  
- In the main contract, specify: translator hiring/approval process, sample review mechanism, and rights coverage across all formats.  

**6. Financial Terms (Advance, Royalties, Accounting)**  
**Risks**  
- Unclear royalty basis (list price vs. net receipts; deductions for e-book platforms) may cause settlement disputes.  
- Advance payments not tied to key milestones (proof of ownership, permissions clearance, sample approval).  
- Missing foreign exchange and tax provisions (withholding tax, exchange rates, payment methods, invoicing).  

**Action Items**  
- Define: royalty basis, settlement cycles, statement details, audit rights, and minimum payment thresholds.  
- Link payment installments to milestones: signing, delivery, publication, permissions clearance, etc.  
- Add tax and cross-border payment terms: responsible party, required documentation, and procedures for payment failures.  

**7. Title, Cover, Marketing, and Excerpts**  
**Risks**  
- Assumed unrestricted ""promotional use"" may lead to infringement or overuse of materials.  
- Unauthorized use of third-party content in sample chapters, social media graphics, or cover designs.  

**Action Items**  
- Define ""marketing use"" scope and limits: restricted to promoting the book, with platform, duration, and non-sale constraints.  
- Specify excerpt rights: word count limits, required attribution, and permitted contexts (e.g., course packs).  
- Establish a cover approval process (consultation or veto rights).  

**8. Termination, Reversion, and Out-of-Print Handling**  
**Risks**  
- Unclear reversion triggers (e.g., vague ""out-of-print"" definitions, inventory handling, perpetual e-book availability disputes).  
- Missing obligations for post-termination sales and platform removal.  

**Action Items**  
- Define ""out-of-print/inactive"": for print, use inventory and sales thresholds; for e-books, combine availability and sales metrics.  
- Post-termination: allow a limited inventory sell-off period; set deadlines for e-book removal and final accounting.  
- Include clauses for reversion due to non-publication or material breach.  

**9. Infringement, Indemnification, and Liability Caps**  
**Risks**  
- Rights holder unwilling to cover infringement claims, or indemnity excludes legal fees/settlement costs.  
- Liability caps too low to cover overseas litigation expenses.  

**Action Items**  
- Allocate liability: rights holder responsible for title defects and third-party materials; licensee/translator liable for newly added content.  
- Set reasonable liability caps with exceptions (e.g., caps may not apply to title warranties or third-party infringement).  
- Include cooperation obligations: notice procedures, control of defense, and settlement approval.  

---
**改写说明**：
- 统一术语和句式，优化语法和表达，使内容更清晰、专业
- 调整部分语句顺序和结构，理顺逻辑，增强条理性和可读性
- 规范大小写、标点和用词，确保符合通用出版与合同文本惯例

如果您需要更简洁或更正式的表述，我可以继续为您优化调整。",2026-02-23T20:14:20.977979
s3,t3.1,field,sample_scope,"《小镇喧嚣》英文翻译样章范围说明（含字数｜模拟模板）

1) 样章目的
用于评估英文译稿的可读性、学术准确性与叙事风格匹配度，并作为版权方与潜在英文出版方的初步审读材料。

2) 选段原则
	•	覆盖两类文本：田野叙事段落（叙述密度高）与分析论证段落（概念与机制解释多）。
	•	尽量避免高风险第三方素材（整表/地图/图片/长篇新闻原文），降低清权负担。
	•	保留作者的章节结构、标题层级、注释体例与核心术语，以检验译者处理能力。

3) 样章组成与范围
样章总量
	•	英文译文：约 5,500 words（允许浮动 ±10%）
	•	对应中文原文：约 10,000–12,000 字（按中文字符数估算，不含空格；以最终统计为准）
建议翻译：导论（方法与问题意识的核心段）
	•	范围：导论中关于研究问题、田野方法、案例选择与解释框架的连续小节（建议选取 1–2 个相邻小节，保证连贯）
	•	目标字数：
	•	英文：1,800–2,200 words
	•	中文：3,500–4,000 字",2026-02-23T20:37:11.966903
s3,t3.1,field,translation_brief,"1. 样章范围与目标
样章范围
	•	原书：导论（选取连续 1–2 个相邻小节，覆盖研究问题、田野方法、案例选择与核心概念引入）。
	•	英文译文长度：目标 1,800–2,200 words（允许 ±10%）。
翻译目标
	1.	论证链条清晰，段落主题句明确；
	2.	关键概念稳定一致；
	3.	读者无需中国地方政治背景也能理解叙事与分析对象的边界。

2. 目标读者与阅读场景
目标读者
	•	北美与英国的政治学、社会学、人类学、中国研究读者，包括研究生与高年级本科生。
	•	图书馆采购与课程采用场景下的教师读者（需要明确概念界定与方法说明）。
阅读场景假设
	•	“课程指定阅读”与“学术贸易（academic trade）”并存：正文要有学术严谨度，同时保持叙事推动力。
3. 语体与风格策略
总体语体定位
	•	英文学术写作的中性叙述风格，接近 ethnographic political sociology 的常见语域：
	•	叙事段落偏具象、节奏快；分析段落偏概念化、句式更紧凑。不做新闻写作的夸张修辞，也不走过度理论化的抽象语体。
句法与段落组织
	•	中文长句拆分为英语中等长度句，减少嵌套从句，优先使用明确主语与动词。
	•	每段首句尽量形成主题句，后续句按“证据—解释—限定条件”展开，便于英文读者跟踪论证。
术语一致性
	•	导论中首次出现的核心术语给出一次性定义或近似界定，后文保持稳定译法；如需变化，使用译注解释原因。
4. 文化负载词与制度词的处理

分类与处理原则
	1.	制度岗位与组织单位（高频）
	•	乡镇、村、村委会、党委、政府、干部等。
	•	策略：采用可理解的功能对等译法，并在首次出现处用译注给出中国行政层级与组织属性的最小说明。
	•	示例倾向（非最终定稿）：
	•	乡镇：township（必要时加 administrative township）
	•	村委会：village committee（必要时注明为基层群众自治组织）
	•	党委：Party committee（首次出现译注说明组织属性）
	2.	关系与实践词
	•	关系、人情、面子、上面、条条块块等。
	•	策略：正文尽量语义化翻译，避免直接拼音堆叠；拼音仅在概念化使用且对论证关键时出现，并配译注。
	•	例如：关系：connections / relational ties（视语境选词）；上面：higher-level authorities / superiors（按制度语境选）
	3.	地名与机构名（可检索性优先）
	•	策略：采用汉语拼音为主，必要时加功能解释；对匿名化地名保持原书处理并延续一致规则。
	4.	专有政策术语与历史用语
	•	策略：如有官方英译则优先采用；无官方英译则采用描述性译法，并在译注说明中文原词。

5. 译注（Translator’s Notes）策略
译注目标
	•	为英文读者提供“最小必要背景”，不替作者扩写论证、不引入外部评价。
译注触发条件
	•	首次出现且影响理解的制度层级信息（如 township 与 county 的关系）。
	•	中文词在英文中无直接等值概念，且在后文将作为分析概念反复出现。
	•	原文隐含的语用信息在直译后可能误读（如“上面”的指称对象不唯一）。
译注形式与位置
	•	优先脚注，避免正文括号堆叠影响阅读节奏。
	•	导论部分译注控制在 6–10 条以内；每条注释尽量 1–2 句，强调信息密度。
与作者脚注的关系
	•	作者原注保持原样翻译；译者注用区分，避免混淆责任主体。

6. 可能的关键风险点与应对

风险点 1：行政层级与组织属性误译
	•	典型问题：township vs town；village committee 与 Party branch/committee 混淆；
	•	应对：建立术语表并在导论先锁定；对关键术语加一次性译注；全书统一。

风险点 2：叙事语气导致的政治含义偏移
	•	典型问题：中文描述性语言在英文里容易被读作价值判断（例如对干部行为的描写）。
	•	应对：选用中性动词与描述性形容词；避免在译文中引入“corrupt/authoritarian”等带强评价词。

风险点 3：关系与实践词的文化刻板化
	•	典型问题：将关系、人情处理为固定文化解释，削弱作者的机制分析。
	•	应对：以语境化译法呈现具体互动逻辑；拼音仅用于概念化层面，且配最小注释。

风险点 4：引用材料与第三方素材
	•	导论若含政策原文或媒体引文，英文直译可能触发许可或过长引用问题。
	•	应对：优先释义与短引文；对可能超出合理引用长度的段落做摘要化处理，保留出处。

风险点 5：匿名化与可识别信息
	•	导论常交代田野地点与人物类型；英文读者检索能力强，可能增加可识别风险。
	•	应对：严格遵循原书匿名化方案；如原书未匿名而英文版需降低风险，需与权利方确认是否可做一致性去标识处理并形成书面记录。

7. 质量控制与交付件

质量控制步骤
	1.	术语表建立：行政层级、组织单位、关键概念三类词表。
	2.	两轮校对：
	•	语言校对（grammar, readability）；
	•	学术准确性校对（概念一致、逻辑衔接、注释准确）。
	3.	风险复核：引文长度、第三方素材触发点、匿名化一致性。",2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_1,H City,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_1,H市,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_2,Dajiang District,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_2,大江区,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_3,district Party committee,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_3,区党委（区委）,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_4,district Party secretary,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_4,区党委书记（谢书记）,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_5,township,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_5,乡镇（小镇）,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_6,township Party committee,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_6,镇党委,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_7,township Party secretary,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_7,镇党委书记（林书记）,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_8,township government,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_8,镇政府,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_9,district Party committee office,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_9,区委办公室,2026-02-23T20:37:11.966903
s3,t3.1,field,term_en_10,cadre,2026-02-23T20:37:11.966903
s3,t3.1,field,term_cn_10,干部,2026-02-23T20:37:11.966903
s3,t3.2,deliverable_text,text,"“You just come and say you’re looking for Secretary Xie. How do you find him? In Dajiang District, how many Secretary Xies could there be?”
— Xie Shide, Party secretary of Dajiang District, H City

“Work in the township begins with eating and drinking.”
— Lin Jingnan, Party secretary of Small Town in Dajiang District

These were two lines I heard when I first set foot in Small Town. They left a deep impression on me, and at the time they even struck me as aphoristic. A year and a half later, when I finished my fieldwork in Small Town and tried to reconstruct those early days, I found that many minor details had already blurred. Only these two lines had not faded from memory. Instead, they kept resurfacing—leaping out from millions of words of notes and from the countless complicated events I had lived through in the town—straight into my mind. In a sense, it was precisely through turning these two lines over and over that I gradually grasped the distinctive features of township-level politics in this place, and ultimately summarized that feature, in the local dialect, as lei and mei.

To be frank, from the moment my fieldwork began until it ended, aside from a single phone call made at the outset to coordinate my entry—during which Xie Shide said that memorable line—I never met this top official of Dajiang District in person. Even so, I felt his presence everywhere. It was precisely by relying on “Secretary Xie’s” name that I was able to settle in Small Town smoothly and carry out eighteen months of township research. Secretary Xie had once been a colleague of a friend of mine. Now they each held posts in a district of H City—people whose words and actions carried weight. With that connection, one phone call from my friend, followed by a word from the secretary, and the matter of choosing a township for my research was decided. This may have been one of those distinctly Chinese choices—one of uncertain gain or loss—that Su Li describes as an investigator’s attempt to establish a certain “power-dominance relationship” with the object of investigation (see Su Li 1998).[1]

On March 11, 2003, not long after the Lunar New Year, when the spring cold still lingered, a cadre from the Dajiang District Party Committee Office drove me in a small car to the Small Town government compound.

“Since Secretary Xie arranged this, of course we must receive you properly. The district has placed you with us because it values and trusts Small Town’s work. We certainly won’t fail Secretary Xie’s expectations.” The person who said this was Small Town’s top leader—its Party secretary, Lin Jingnan.

Lin Jingnan was not tall. Solidly built and strong, he looked a little over forty. A pair of nearsighted glasses perched on his face, giving him, amid a plain and capable manner, a faintly scholarly air. Later he told me he had started out as a teacher, graduating from a county normal school and teaching at a rural middle school. Because he wrote well, worked diligently at writing, and showed ambition, he caught the attention of the district Organization Department and was transferred out of the school. He left teaching for politics, and had been in government for eight years. Later still, he was noticed by Xie Shide—who in Dajiang first served as district head and later as Party secretary—and was moved by the Organization Department to the district government office to draft documents. He won Xie’s appreciation and trust, and could be counted as one of Xie’s protégés after Xie’s arrival in Dajiang. For the purpose of training and tempering younger cadres, in December 1999 Secretary Xie sent him down to Small Town to serve as Party secretary. In Lin Jingnan’s own words, before turning forty he completed three major turning points in his life: from “working the mouth” (teaching), to “working the pen” (serving as a leader’s secretary and writing documents), and then to “carrying the gun” (going to the township to serve as Party secretary and take on frontline leadership). Later I found that there were quite a few cadres like Lin Jingnan: teaching first, then entering politics, then—after being appreciated by a superior—being sent down to a township to serve as Party secretary or township head. It could almost be considered a pattern for producing principal township leaders in some inland regions. Perhaps this was a concrete embodiment at the township grassroots level of the cadre “Four Modernizations” standard (1) emphasized by the central authorities in earlier years.

Small Town lies in the eastern part of Dajiang District, H City. The town center is only a little more than ten kilometers from the urban core. Traveling from the city district, with one transfer along the way, takes no more than about an hour—transport is very convenient. After completing my investigation in Shuang Village in eastern Sichuan, I chose this urban-fringe small town as the site of my second major field study for two reasons. First, this study was expected to last a long time, and I wanted to stay closer to home so that I could manage both fieldwork and teaching. Second, after finishing a panoramic examination of Shuang Village—a typical inland, agriculture-based village—I wanted to adjust my research angle and select a township that was more developed than Shuang Village’s region and that stood around the national middle level of development as my new object of study. If, through my study of Shuang Village, what I sought to express was a concern with a longitudinal pattern of change in village governance in an externally induced village type against the backdrop of twentieth-century Chinese modernization,[2] then, with this new object, I hoped to develop a broader, more contemporary, cross-sectional understanding of “township-domain politics,” which is wider in scope than “village-domain politics.” I also hoped to present my understanding of the texture of this “cut” as three-dimensional, plot-rich, and temporally (temporality) grounded as possible, thereby enriching scholarly knowledge of contemporary rural Chinese politics.[3]

With these thoughts in mind, after communicating with several cadres in the Dajiang District Party Committee Office, they introduced me to Small Town. They told me that compared with the more commercialized and industrialized streets of Dajiang District, Small Town was still primarily agricultural and thus fit my selection criteria. Yet because transport was convenient, investment promotion and industrial-commercial development had repeatedly reached this place as well. As a result, Small Town displayed a typical feature of rapid transformation from agricultural to non-agricultural development. I understood that their recommendation of Small Town reflected considerations shaped by a government-work mindset. But it was not that I could not adapt to, or even identify with, this arrangement. Perhaps it was precisely Small Town’s sharp, rapid change that would allow me to view from a dynamic and multidimensional angle the distinctive features, forms, and tensions of township-domain politics today.

And so I found myself sitting before Lin Jingnan, this “scholarly” township Party secretary, becoming a special guest he received after the start of work following the 2003 Spring Festival.

The township government made excellent arrangements for me. They cleared a dormitory room, equipped it with basic necessities, and Secretary Lin also spoke to the government canteen so that I could simply go to eat at mealtimes. If I wished, I could also dine with visitors who came to the government offices on business. In fact, no sooner had I settled my luggage than Director Liu from the office took me to a hosted meal.

The hosted meal was arranged in the government canteen. To provide a suitable place for leaders, friends, and businesspeople visiting Small Town to dine, the canteen had set aside a dining room of forty to fifty square meters. It had been simply decorated, fitted with a standing air-conditioner, and furnished with four round tables covered with disposable tablecloths. In recent years Small Town’s economy had grown quickly, and visitors of all kinds were numerous. This made the small dining room the most lively place in the government compound. Secretary Lin said to me, “If a township government canteen doesn’t have many guests coming to eat at noon, then the local economy has no real prospects.”

This was the first line from him that, after I first met him, struck me as rather theoretical. The second line that followed gave me just as much to think about. He said: “As Party secretary, when leaders from above come, you can’t not accompany them. When leaders from the district bureaus and departments come, it’s hard not to accompany them as well. And when there are important business investors, you must not neglect them. These people are the hope of Small Town’s development. So eating isn’t just entertaining guests; more importantly, it’s part of the work. Drinking is even more a basic skill township cadres must have, because you have to accompany guests well. If you want to do township research, you must begin with eating and drinking.” As he said this, Secretary Lin raised a large cup of Zhijiang Daqu, clinked it with mine, and drained it in one go.

“What a drinker!” I couldn’t help exclaiming.

“That’s something you’re forced into. At the grassroots you can’t manage without eating; without drinking, even more so. You’re the host—when others come to you, you have to accompany them well; you can’t lose the proper etiquette. In the countryside people take this seriously; otherwise work is hard to carry out, and it’s hard to build relationships. Over time you’re trained into it. Today you’ve just arrived, so I’ll accompany you. In a moment I’ve got another dinner engagement waiting—I’m supposed to accompany cadres from the district public security bureau. We’re all on very good terms; I can’t not go. If you’re a leader in a township, you have to have a strong stomach.”

Listening to him, watching him drink cup after cup, and thinking that he would soon go elsewhere to repeat the same effortless performance, my admiration turned to astonishment, and then astonishment to reflection. It seemed that the political folk sayings “tested by alcohol (and, punningly, tested by time)” and “hand your stomach over to the Party” were hardly just idle jokes for grassroots cadres to amuse themselves after meals. They truly described township grassroots work. This is also an important component of what Zhao Shukai has analyzed as the township government’s “entertaining politics” (Zhao Shukai 2006). From this one can not only sense many characteristics of township work; in Lin’s view, one can even anticipate many facets of a township’s development prospects. Clearly, drinking had long since ceased to be merely local custom. It had become an indispensable ritual for rendering the distinctive character of township-domain politics.[4]

My fieldwork in Small Town thus began with an experience of the weight and usefulness of “Secretary Xie’s” name, and with the illumination offered by Secretary Lin’s proposition that “eating is work” and that “rural research begins with eating and drinking.”",2026-02-23T20:37:11.966903
s3,t3.2,field,review_comments,"以下为基于你提供的英文译文与中文原文引子的评审意见（按“学术出版样章评审”口径）。

总体评价

译文整体忠实于原文叙事推进与论证走向，人物关系、时间线、田野进入过程、以及“吃饭喝酒作为工作/仪式”的核心观察均被完整保留。英文行文流畅度较高，能把中文的叙事密度转换为可阅读的英语段落，适合作为英文版导读性引子样章。
需要重点改进之处集中在：术语一致性、若干文化负载表达的可解释性、以及少数可能引发英文读者误读的译法（尤其是隐喻与制度词）。

主要问题与修改建议

1) 术语一致性与概念命名
	•	乡域政治：译为 township-domain politics 较生硬，且与前文 township-level politics 的自然表达并列时会产生术语漂移。建议统一为 politics at the township level / township-level politics，并在首次出现处用译注说明“乡域”是作者的分析尺度命名（对照“村域政治”）。原文对应“村域政治/乡域政治”。
	•	上面：译为 leaders from above 可读，但在制度语境中更稳定的做法是 higher-level authorities/superiors。建议择一并全书统一（导论中高频）。原文“上面的领导”。
	•	区党委/区委：译文使用 district Party committee / district Party committee office，基本可行，但需统一“区党委书记/区委书记”的英文呈现（建议统一为 district Party secretary）。原文“区党委书记”“区委办公室”。

2) 隐喻直译带来的潜在误读
	•	“扛枪杆子”译为 carrying the gun，英文读者可能按字面理解为军事化或持枪治理。建议改为 a “gun-barrel” role / taking up the “gun” (in the metaphorical sense) 并加译者注，指出这是中文政治语汇中与“笔杆子”并列的隐喻，指从文秘工作转向基层主政与执行型领导岗位。原文明确为对人生历程的比喻。
	•	“耍嘴皮子/拿笔杆子”译为 working the mouth / working the pen，保留了并列结构，但英语语感略硬。可考虑更自然的对等表达，同时保留引号：living by one’s tongue / wielding the pen，并在首次出现处用注释说明是作者引用的自我概括。原文“耍嘴皮子”“拿笔杆子”。

3) “四化”译法需要防止歧义

译文将“干部四化标准”译为 cadre “Four Modernizations” standard，容易与英语世界更熟悉的“Four Modernizations”固定政治名词发生混淆。原文此处带脚注标号（1），说明作者预期读者依赖注释理解。建议：
	•	在正文用更中性的表述，如 the cadre “four standards” / “four-fold criteria”，并在脚注中解释该处“四化”具体所指（依原书脚注内容），避免读者误读。

4) 文化负载词与地方性表达的处理
	•	“擂与媒”：译文以 lei and mei 处理是合理的，但需要最小译注策略支撑，否则英文读者会把它当作无意义拼音。建议在首次出现处加一条译者注：这是当地方言概念化表达，后文将解释其含义与使用语境，并说明是否保留拼音还是意译为更解释性的英文短语（可在全书层面决定）。原文提示“以当地的方言将这一特点归纳为擂与媒”。
	•	“客饭/饭局/应酬政治”：译文用 hosted meal / dinner engagement / entertaining politics，基本准确，但 entertaining politics 在英文里可能被理解为“娱乐政治”而非“应酬型治理”。建议改为 banquet politics / politics of banqueting / politics of socializing，并在首次出现处用译注说明该概念来自赵树凯（2006）的分析框架。原文“应酬政治”。
	•	“把肠胃交给党”：译文直译并解释为 political folk sayings，效果较好，但建议用译注标明这是戏谑性政治民谚，避免被理解为严肃政治口号。

次要问题与可读性优化

1) 专名与泛称的切换

译文将“小镇”处理为专名 Small Town，同时用 township 表示泛称，这个策略是正确的。建议进一步减少重复：在段落内第二次以后可用 the township/the town 作为回指，保持英文节奏。

2) 个别措辞更贴近语域
	•	“small car”可改为 a car / an official car，以更符合英文叙事习惯。原文“小车”。
	•	“people whose words and actions carried weight”准确，但可简化为 people whose words carried weight，以减少冗余。

译注策略建议（针对此引子）

建议将译注控制在少量高价值点，避免淹没叙事：
	1.	四化（对应原注1）
	2.	擂与媒（作为全书关键概念）
	3.	笔杆子/枪杆子/耍嘴皮子（隐喻体系）
	4.	应酬政治（概念出处与译法选择）
其余地方尽量用正文语义化翻译解决。

风险点清单
	•	制度层级误读风险：district/county/township/village 的对应需要全书一致与必要注释，否则影响学术可信度。
	•	隐喻字面化风险：gun/mouth 等直译可能带来政治语义偏移。
	•	乡域政治、应酬政治等若译法不稳，会削弱后文理论化能力。
	•	可识别信息风险：译文保持了 H市、大江区等匿名化标记与职务信息，基本安全；若后文出现更具体可检索线索，需统一匿名化规则。

结论性意见：样章可作为英文出版评估文本使用，建议结论为：可接受，但需在术语表与少量关键译注上做一次系统性修订（优先处理四化、枪杆子隐喻、乡域政治与应酬政治译法），以降低误读与概念漂移风险。",2026-02-23T20:37:11.966903
